ModelNickname,Estimator,Xvars,HyperParams,Scaler,Observations,Tuned,CrossValidated,DynamicallyTested,Integration,TestSetLength,TestSetRMSE,TestSetMAPE,TestSetMAE,TestSetR2,LastTestSetPrediction,LastTestSetActual,CILevel,CIPlusMinus,InSampleRMSE,InSampleMAPE,InSampleMAE,InSampleR2,ValidationSetLength,ValidationMetric,ValidationMetricValue,models,weights,LevelTestSetRMSE,LevelTestSetMAPE,LevelTestSetMAE,LevelTestSetR2,best_model,Series
svr,svr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'kernel': 'linear', 'C': 3, 'epsilon': 0.01}",minmax,169,True,True,True,0,26,8202.720624302356,0.3384757451768584,7059.531062906202,-0.03634585942619539,27237.036011773034,24825.5,0.95,28254.78873844824,31049.177211756087,0.3732241262000327,14666.784900987974,-0.07276878230646089,,rmse,35270.964001205815,,,8202.720624302356,0.3384757451768584,7059.531062906202,-0.03634585942619539,True,Denver-organic
avg,combo,,"{'how': 'simple', 'models': 'top_5'}",,169,False,False,,0,26,12533.72910825289,0.3767338868684145,9594.136099832085,-1.4196329180645542,45032.222977770514,24825.5,0.95,30443.39780337395,16756.624311826567,0.24357546348920872,8454.868100599875,0.6875510997402552,,,,"['knn', 'elasticnet', 'gbt', 'mlp', 'svr']",,12533.72910825289,0.3767338868684145,9594.136099832085,-1.4196329180645542,False,Denver-organic
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'alpha': 0.2, 'l1_ratio': 0.75}",minmax,169,True,True,True,0,26,12570.95556960809,0.40777201285271497,9461.446991011459,-1.4340273788991538,51114.2881108485,24825.5,0.95,48068.169145700274,22852.21317181283,0.35968390847885673,12193.645419655737,0.41888448840897596,,rmse,31986.192835519236,,,12570.95556960809,0.40777201285271497,9461.446991011459,-1.4340273788991538,False,Denver-organic
weighted,combo,,"{'how': 'weighted', 'models': 'top_7', 'rebalance_weights': 0}",,169,False,False,,0,26,13012.441940352554,0.37973564341907323,9712.47894348431,-1.6079933861388023,44568.33404561485,24825.5,0.95,26257.05637565115,14110.793699071659,0.21124820607959877,7228.181446008716,0.7784310906952976,,,,"['knn', 'elasticnet', 'gbt', 'mlp', 'svr', 'xgboost', 'mlr']","(0.2088682365832062, 0.1864175899212684, 0.17321141343088312, 0.1600051826314193, 0.15350866532685684, 0.11798891210636614, 0.0)",13012.441940352554,0.37973564341907323,9712.47894348431,-1.6079933861388023,False,Denver-organic
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'max_depth': 2, 'max_features': 'sqrt'}",minmax,169,True,True,True,0,26,15708.564015280226,0.4121508415488436,10815.87120664597,-2.8006847524524536,54244.76912217202,24825.5,0.95,22212.895660022157,9704.080200675573,0.20325038406722898,5944.403003239568,0.8952112429082114,,rmse,33304.354041915874,,,15708.564015280226,0.4121508415488436,10815.87120664597,-2.8006847524524536,False,Denver-organic
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{},minmax,169,True,True,True,0,26,16095.814619847446,0.4182679087546199,10715.818942084425,-2.9903849991865914,34333.061090230796,24825.5,0.95,41177.540044935864,17759.53922340787,0.3453560592285755,10421.61514013749,0.6490305442402378,,rmse,50593.276831638395,,,16095.814619847446,0.4182679087546199,10715.818942084425,-2.9903849991865914,False,Denver-organic
prophet,prophet,[],{},,169,False,False,True,0,26,16391.61054631045,0.518202344639882,12073.678595660025,-3.1383968049580924,45348.12070028676,24825.5,0.95,41073.11051940131,20261.810946370053,0.3324484557177019,11519.627168969766,0.5416099723504517,,,,,,16391.61054631045,0.518202344639882,12073.678595660025,-3.1383968049580924,False,Denver-organic
knn,knn,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'n_neighbors': 6, 'weights': 'distance'}",minmax,169,True,True,True,0,26,16755.082167842073,0.510898932981868,11631.799754233805,-3.323963309361943,53310.17212066278,24825.5,0.95,0.0,0.0,0.0,0.0,1.0,,rmse,29745.30414909057,,,16755.082167842073,0.510898932981868,11631.799754233805,-3.323963309361943,False,Denver-organic
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{'max_depth': 2},minmax,169,True,True,True,0,26,17517.57066687824,0.5097252570587899,13108.538718449518,-3.7264670264167696,34299.97265625,24825.5,0.95,6009.09585657337,3318.914529441195,0.09472068443545555,2419.8283055616257,0.9877426081067451,,rmse,38816.332396828926,,,17517.57066687824,0.5097252570587899,13108.538718449518,-3.7264670264167696,False,Denver-organic
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'activation': 'tanh', 'hidden_layer_sizes': (25,), 'solver': 'lbfgs', 'random_state': 20}",scale,169,True,True,True,0,26,29790.46263229183,1.1793212555286468,26161.678287190243,-12.669208610907834,39254.849523396246,24825.5,0.95,52114.276565673375,25642.135003090712,0.42963077576639086,14366.916720907619,0.2683315984867384,,rmse,34622.520669118494,,,29790.46263229183,1.1793212555286468,26161.678287190243,-12.669208610907834,False,Denver-organic
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{'max_depth': 3},minmax,169,True,True,True,0,26,114457.06725006556,0.19834952173812206,80744.93598557693,0.3242015440026803,318327.78125,477637.43,0.95,6509.899243811377,3755.1947961929286,0.008175377471504227,2794.4991302447575,0.9988130085187026,,rmse,116627.17469191233,,,114457.06725006556,0.19834952173812206,80744.93598557693,0.3242015440026803,True,Detroit-conventional
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{},scale,169,True,True,True,0,26,117232.29554836059,0.2230196130367346,90858.46717308841,0.29103220796764273,293250.35220975004,477637.43,0.95,157742.60566263346,80474.88090974964,0.1709620763118494,61286.90716405187,0.45486590355923384,,rmse,249683.06285223752,,,117232.29554836059,0.2230196130367346,90858.46717308841,0.29103220796764273,False,Detroit-conventional
weighted,combo,,"{'how': 'weighted', 'models': 'top_7', 'rebalance_weights': 0}",,169,False,False,,0,26,118184.78282808104,0.21143513704154876,87247.8495721425,0.27946498471217873,327561.39740114845,477637.43,0.95,118823.38552216288,56684.67103878478,0.11711704010087426,41992.8580886911,0.7295332250413002,,,,"['knn', 'elasticnet', 'svr', 'mlp', 'gbt', 'xgboost', 'mlr']","(0.18146704284872767, 0.17291451797173127, 0.16655168642804172, 0.16613158156425487, 0.15753595881015156, 0.15539921237709292, 0.0)",118184.78282808104,0.21143513704154876,87247.8495721425,0.27946498471217873,False,Detroit-conventional
avg,combo,,"{'how': 'simple', 'models': 'top_5'}",,169,False,False,,0,26,122446.98905383462,0.2159864508475778,89397.4610982374,0.22655722215205298,329943.36190188775,477637.43,0.95,148083.47336188442,67448.78033126875,0.1392130819229626,49926.79427316955,0.6170598854462556,,,,"['knn', 'elasticnet', 'svr', 'mlp', 'gbt']",,122446.98905383462,0.2159864508475778,89397.4610982374,0.22655722215205298,False,Detroit-conventional
prophet,prophet,[],{},,169,False,False,True,0,26,123586.22908224112,0.24748476680927803,97812.06061079491,0.2120981324851413,351882.62048357184,477637.43,0.95,191102.14934498354,86649.63285368007,0.18916675221550153,66925.8662218998,0.3188322360738992,,,,,,123586.22908224112,0.24748476680927803,97812.06061079491,0.2120981324851413,False,Detroit-conventional
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'max_depth': 2, 'max_features': 'sqrt'}",minmax,169,True,True,True,0,26,125280.06187689948,0.21590362655351467,90610.60047978816,0.1903526734381743,318386.598801977,477637.43,0.95,93562.03509366565,46852.13485489168,0.10512645599764289,37211.736815014854,0.8152257574653878,,rmse,114797.65001109142,,,125280.06187689948,0.21590362655351467,90610.60047978816,0.1903526734381743,False,Detroit-conventional
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'alpha': 0.2, 'l1_ratio': 0}",minmax,169,True,True,True,0,26,127586.94695749065,0.22353495691691666,90506.1901194283,0.16026073952366093,376390.9684033353,477637.43,0.95,157943.6867709055,92872.3642991002,0.19287830499168288,68457.3081285099,0.27396816373208766,,rmse,101630.22260544442,,,127586.94695749065,0.22353495691691666,90506.1901194283,0.16026073952366093,False,Detroit-conventional
knn,knn,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'n_neighbors': 3, 'weights': 'distance'}",minmax,169,True,True,True,0,26,128406.7677637364,0.2325091806932295,100564.41823888634,0.1494344358110875,265108.2469613792,477637.43,0.95,0.0,0.0,0.0,0.0,1.0,,rmse,94307.38115654029,,,128406.7677637364,0.2325091806932295,100564.41823888634,0.1494344358110875,False,Detroit-conventional
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'activation': 'tanh', 'hidden_layer_sizes': (25,), 'solver': 'lbfgs', 'random_state': 20}",minmax,169,True,True,True,0,26,145742.80237514386,0.2733094988795318,105147.05366461413,-0.09573667931721896,352805.4924720033,477637.43,0.95,218322.6686317037,101687.25613417257,0.21319065892587505,75685.16650016929,0.129606340229509,,rmse,107437.90730491215,,,145742.80237514386,0.2733094988795318,105147.05366461413,-0.09573667931721896,False,Detroit-conventional
svr,svr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'kernel': 'linear', 'C': 3, 'epsilon': 0.01}",minmax,169,True,True,True,0,26,151156.52849133627,0.27821241983550166,111207.4098758151,-0.17865251215734257,337025.50287074386,477637.43,0.95,186739.57279163486,110727.36010457677,0.2083738713432614,76928.51632654933,-0.03203054906952052,,rmse,107078.2051872721,,,151156.52849133627,0.27821241983550166,111207.4098758151,-0.17865251215734257,False,Detroit-conventional
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{},minmax,169,True,True,True,0,26,10275.284347922727,0.2925412818560908,6972.931958857356,0.15179668604619678,32121.93689788552,20507.49,0.95,12889.733511063407,6968.714261646335,0.2982886204835737,4888.184703571485,0.439154814360763,,rmse,20776.834323053034,,,10275.284347922727,0.2925412818560908,6972.931958857356,0.15179668604619678,True,Detroit-organic
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'max_depth': 3, 'max_features': 'sqrt'}",minmax,169,True,True,True,0,26,10395.49479426738,0.27821437765487994,6804.722261563829,0.13183435178000247,29503.504090796247,20507.49,0.95,3391.7508737072935,1878.076055455507,0.09595997869028144,1441.868535731246,0.9592653459259177,,rmse,11797.462625911927,,,10395.49479426738,0.27821437765487994,6804.722261563829,0.13183435178000247,False,Detroit-organic
prophet,prophet,[],{},,169,False,False,True,0,26,10463.748657242742,0.3026331671928848,7045.743196202075,0.12039666876926325,26688.424457465208,20507.49,0.95,12611.67505727648,6651.354203941442,0.31116925086385977,4614.928930265634,0.4706666301199941,,,,,,10463.748657242742,0.3026331671928848,7045.743196202075,0.12039666876926325,False,Detroit-organic
weighted,combo,,"{'how': 'weighted', 'models': 'top_7', 'rebalance_weights': 0}",,169,False,False,,0,26,10939.114551811008,0.21815106662023453,6113.568283287977,0.03866089795434546,23614.379920558327,20507.49,0.95,7351.769232365201,4402.376654643861,0.19781799705886635,2974.237967702154,0.7761732056545672,,,,"['elasticnet', 'knn', 'mlp', 'xgboost', 'svr', 'gbt', 'mlr']","(0.18847879166957288, 0.180256510696619, 0.17355160651174337, 0.15766244544647226, 0.15287611192571984, 0.1471745337498728, 0.0)",10939.114551811008,0.21815106662023453,6113.568283287977,0.03866089795434546,False,Detroit-organic
knn,knn,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'n_neighbors': 11, 'weights': 'distance'}",minmax,169,True,True,True,0,26,11015.379259537693,0.2827912610957575,7355.504913668462,0.025209751365086075,27215.874289306907,20507.49,0.95,0.0,0.0,0.0,0.0,1.0,,rmse,9779.074254551831,,,11015.379259537693,0.2827912610957575,7355.504913668462,0.025209751365086075,False,Detroit-organic
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'alpha': 1.2, 'l1_ratio': 0.75}",minmax,169,True,True,True,0,26,11083.392701134828,0.20223515394329258,5875.471506945988,0.01313508446378342,21975.402343533846,20507.49,0.95,14528.988314391365,7788.096947059028,0.36278904838141807,5343.983227240482,0.29951251707069004,,rmse,9277.418735941787,,,11083.392701134828,0.20223515394329258,5875.471506945988,0.01313508446378342,False,Detroit-organic
avg,combo,,"{'how': 'simple', 'models': 'top_5'}",,169,False,False,,0,26,11210.137898944975,0.2144802641987225,6157.401268827177,-0.009564747023189657,22489.617327204214,20507.49,0.95,9381.44978898848,4939.419641744346,0.2185829646013385,3278.6095943008063,0.7182333880137877,,,,"['elasticnet', 'knn', 'mlp', 'xgboost', 'svr']",,11210.137898944975,0.2144802641987225,6157.401268827177,-0.009564747023189657,False,Detroit-organic
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'activation': 'tanh', 'hidden_layer_sizes': (25, 25), 'solver': 'lbfgs', 'random_state': 20}",scale,169,True,True,True,0,26,11357.753971665197,0.21439994797062123,5866.029615384614,-0.03632787718245911,20059.7123948677,20507.49,0.95,16606.979828923835,8179.189579275466,0.33593120653503733,5268.131922754727,0.2273937266415983,,rmse,10188.152002826113,,,11357.753971665197,0.21439994797062123,5866.029615384614,-0.03632787718245911,False,Detroit-organic
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{'max_depth': 3},minmax,169,True,True,True,0,26,11498.204238178507,0.3056186306192952,7363.2834990985575,-0.06211686327642485,29099.51953125,20507.49,0.95,546.7924722626315,299.9619280170026,0.01608262078445194,224.98166848776222,0.9989608698307392,,rmse,11157.5770760748,,,11498.204238178507,0.3056186306192952,7363.2834990985575,-0.06211686327642485,False,Detroit-organic
svr,svr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'kernel': 'linear', 'C': 3, 'epsilon': 0.01}",minmax,169,True,True,True,0,26,13805.269819696425,0.29187664229973664,8319.511723940912,-0.5310947433773741,14097.578077062632,20507.49,0.95,17667.782660600395,9329.917178697326,0.44217862664087565,6431.269462073896,-0.005294388360093549,,rmse,11449.59952489305,,,13805.269819696425,0.29187664229973664,8319.511723940912,-0.5310947433773741,False,Detroit-organic
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'max_depth': 2, 'max_features': None}",minmax,169,True,True,True,0,26,68134.26404278685,0.22920847672068534,43376.59694822052,0.2356683729785679,179498.83013240277,207028.28,0.95,38407.6362278531,21017.903499454478,0.09145014090223628,15896.878600348338,0.8780274232149732,,rmse,50842.70813002626,,,68134.26404278685,0.22920847672068534,43376.59694822052,0.2356683729785679,True,GrandRapids-conventional
weighted,combo,,"{'how': 'weighted', 'models': 'top_7', 'rebalance_weights': 0}",,169,False,False,,0,26,68720.09636894621,0.2593939544857102,47141.043023858416,0.22246810755944513,153944.16283304937,207028.28,0.95,59471.67657070101,33786.60613325214,0.12970754885067554,23574.60357315709,0.6848099134396232,,,,"['gbt', 'elasticnet', 'knn', 'xgboost', 'svr', 'mlp', 'mlr']","(0.18178603200531826, 0.17434142509146391, 0.1715015067818236, 0.16597320843814, 0.15946463463743873, 0.1469331930458155, 0.0)",68720.09636894621,0.2593939544857102,47141.043023858416,0.22246810755944513,False,GrandRapids-conventional
avg,combo,,"{'how': 'simple', 'models': 'top_5'}",,169,False,False,,0,26,69393.0119321802,0.2493228497351061,46857.00416466209,0.2071661792040682,147418.8304270808,207028.28,0.95,59203.45114101113,31732.600271701336,0.12030192862520409,22084.19075020729,0.7219680321992115,,,,"['gbt', 'elasticnet', 'knn', 'xgboost', 'svr']",,69393.0119321802,0.2493228497351061,46857.00416466209,0.2071661792040682,False,GrandRapids-conventional
prophet,prophet,[],{},,169,False,False,True,0,26,70430.67494663618,0.21915726211805395,43809.591486371304,0.18327773979860484,141742.77636461158,207028.28,0.95,106736.46129162925,52388.047730115286,0.2230484198686335,40373.36361030836,0.26085837876501583,,,,,,70430.67494663618,0.21915726211805395,43809.591486371304,0.18327773979860484,False,GrandRapids-conventional
knn,knn,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'n_neighbors': 2, 'weights': 'uniform'}",minmax,169,True,True,True,0,26,71157.70774795821,0.29431528435314375,53479.35788461539,0.16632919879833108,135766.57,207028.28,0.95,86202.06611914554,37075.06689078187,0.13988862549102293,25732.12444055944,0.6204689623024693,,rmse,53055.824022031324,,,71157.70774795821,0.29431528435314375,53479.35788461539,0.16632919879833108,False,GrandRapids-conventional
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'activation': 'tanh', 'hidden_layer_sizes': (25,), 'solver': 'lbfgs', 'random_state': 20}",minmax,169,True,True,True,0,26,72935.33880142195,0.3662205510346996,55477.5766407239,0.12415611642951929,189743.28561880582,207028.28,0.95,107919.03451198772,51671.45374202569,0.21417959473226578,37444.9974071445,0.2628009413501412,,rmse,58342.652960397245,,,72935.33880142195,0.3662205510346996,55477.5766407239,0.12415611642951929,False,GrandRapids-conventional
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{'max_depth': 3},minmax,169,True,True,True,0,26,75460.77850770678,0.2923829896571982,54020.97129807692,0.062452554579568775,129650.7578125,207028.28,0.95,4341.71334299273,2261.315381002989,0.010766787076525808,1750.830327797204,0.9985880943217458,,rmse,54245.452580888035,,,75460.77850770678,0.2923829896571982,54020.97129807692,0.062452554579568775,False,GrandRapids-conventional
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{},,169,True,True,True,0,26,75486.81108202932,0.25565036169272826,51611.40038643691,0.061805569908074065,115541.00479483604,207028.28,0.95,84949.95085912706,45118.110587517804,0.18484032260769598,32851.98146076676,0.43793671131036327,,rmse,89961.04831907444,,,75486.81108202932,0.25565036169272826,51611.40038643691,0.061805569908074065,False,GrandRapids-conventional
svr,svr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'kernel': 'linear', 'C': 3, 'epsilon': 0.01}",minmax,169,True,True,True,0,26,78716.0012818068,0.3202989421202797,53900.82209894264,-0.02017984753844071,155090.94734758945,207028.28,0.95,94539.98644674593,62457.373055242446,0.22588611385353438,42174.739403108135,-0.07708713662156952,,rmse,55646.025558210684,,,78716.0012818068,0.3202989421202797,53900.82209894264,-0.02017984753844071,False,GrandRapids-conventional
