ModelNickname,Estimator,Xvars,HyperParams,Scaler,Observations,Tuned,CrossValidated,DynamicallyTested,Integration,TestSetLength,TestSetRMSE,TestSetMAPE,TestSetMAE,TestSetR2,LastTestSetPrediction,LastTestSetActual,CILevel,CIPlusMinus,InSampleRMSE,InSampleMAPE,InSampleMAE,InSampleR2,ValidationSetLength,ValidationMetric,ValidationMetricValue,models,weights,LevelTestSetRMSE,LevelTestSetMAPE,LevelTestSetMAE,LevelTestSetR2,best_model,Series
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{'max_depth': 3},minmax,169,True,True,True,0,26,419194.5126549376,0.2606365495946678,352364.6847115385,-0.5762845826826439,1062136.375,1684537.69,0.95,18259.833367230607,9346.16831768866,0.006479085643147479,7202.237045454546,0.9988726485247224,,rmse,265341.0347881363,,,419194.5126549376,0.2606365495946678,352364.6847115385,-0.5762845826826439,False,PhoenixTucson-conventional
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'alpha': 2, 'l1_ratio': 0}",scale,169,True,True,True,0,26,3067.606018839906,0.13853749599255658,2165.3717223615918,-0.09859858030786395,14625.611395354437,15372.8,0.95,6770.763139810814,2903.6976114207123,0.1791222690091571,1986.8683105741873,0.5654382781482532,,rmse,4634.454374439877,,,3067.606018839906,0.13853749599255658,2165.3717223615918,-0.09859858030786395,True,PhoenixTucson-organic
prophet,prophet,[],{},,169,False,False,True,0,26,3558.666983583377,0.1913981849366159,2681.9249993788394,-0.4784769876962187,15379.828392444826,15372.8,0.95,4812.827344419397,2989.5950014499244,0.1880654482674663,2170.542735745892,0.4895413835682214,,,,,,3558.666983583377,0.1913981849366159,2681.9249993788394,-0.4784769876962187,False,PhoenixTucson-organic
avg,combo,,"{'how': 'simple', 'models': 'top_5'}",,169,False,False,,0,26,4060.055635149503,0.2289690971808272,3402.2391711998575,-0.9244376308094757,13387.43175703516,15372.8,0.95,4274.84216285054,1996.038650265898,0.12916527546398385,1428.2030588431542,0.7946538393010292,,,,"['xgboost', 'mlp', 'elasticnet', 'gbt', 'knn']",,4060.055635149503,0.2289690971808272,3402.2391711998575,-0.9244376308094757,False,PhoenixTucson-organic
weighted,combo,,"{'how': 'weighted', 'models': 'top_7', 'rebalance_weights': 0}",,169,False,False,,0,26,4103.74670401857,0.22876953101090386,3439.440009754496,-0.9660790019891958,12925.436552850413,15372.8,0.95,4874.4557283324575,2264.6746806736064,0.14203697552339106,1584.946745330379,0.7356615471902962,,,,"['xgboost', 'mlp', 'elasticnet', 'gbt', 'knn', 'svr', 'mlr']","(0.17334996619074042, 0.16946632627760286, 0.1694496704039174, 0.16920545685211355, 0.1622183911889764, 0.15631018908664937, 0.0)",4103.74670401857,0.22876953101090386,3439.440009754496,-0.9660790019891958,False,PhoenixTucson-organic
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'max_depth': 2, 'max_features': None}",minmax,169,True,True,True,0,26,4324.088590327292,0.21624745681351004,3414.4630631070695,-1.1828758549409346,11536.439693043365,15372.8,0.95,1560.5660300920317,988.3104623410602,0.0700399988837095,760.6182379043317,0.9496574186946573,,rmse,4651.357901227303,,,4324.088590327292,0.21624745681351004,3414.4630631070695,-1.1828758549409346,False,PhoenixTucson-organic
knn,knn,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'n_neighbors': 20, 'weights': 'uniform'}",minmax,169,True,True,True,0,26,4497.260822034733,0.26574079787254995,3687.3638076923085,-1.3612176565711671,14610.921000000002,15372.8,0.95,6862.4904097155695,3105.1148194215007,0.20543926516154054,2270.283031468532,0.503059923756519,,rmse,5134.975827955716,,,4497.260822034733,0.26574079787254995,3687.3638076923085,-1.3612176565711671,False,PhoenixTucson-organic
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{'max_depth': 2},minmax,169,True,True,True,0,26,4578.537078695642,0.23021390999183905,3607.0409735576927,-1.447334555131155,12429.6494140625,15372.8,0.95,848.4806562314748,409.1798201351384,0.03046471936268584,323.85883153955433,0.9913706693809293,,rmse,4364.490837099366,,,4578.537078695642,0.23021390999183905,3607.0409735576927,-1.447334555131155,False,PhoenixTucson-organic
svr,svr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'kernel': 'linear', 'C': 3, 'epsilon': 0.01}",minmax,169,True,True,True,0,26,4626.21708728932,0.22875614648320836,3639.187291222902,-1.4985721092697353,10509.372439621646,15372.8,0.95,9041.313460126688,4397.9659764979615,0.27452470268245555,3136.8913415422608,0.0030980972735878964,,rmse,5543.918950745399,,,4626.21708728932,0.22875614648320836,3639.187291222902,-1.4985721092697353,False,PhoenixTucson-organic
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{},,169,True,True,True,0,26,4930.933116841169,0.2624914748726128,3709.085047550221,-1.838560105161013,17189.953869584948,15372.8,0.95,4505.150319987624,2491.8341614486726,0.15075054388105938,1783.476072139223,0.6799727458465328,,rmse,16363.111615763286,,,4930.933116841169,0.2624914748726128,3709.085047550221,-1.838560105161013,False,PhoenixTucson-organic
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'activation': 'tanh', 'hidden_layer_sizes': (25, 25), 'solver': 'lbfgs', 'random_state': 20}",scale,169,True,True,True,0,26,5170.401422693835,0.3297426209496907,4574.337936791787,-2.1209613893153647,13734.537282715497,15372.8,0.95,6854.649140165516,3395.4216659687827,0.21731349124359445,2449.5158335702827,0.4057952413902255,,rmse,4633.301518650628,,,5170.401422693835,0.3297426209496907,4574.337936791787,-2.1209613893153647,False,PhoenixTucson-organic
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{'max_depth': 3},minmax,169,True,True,True,0,26,25987.390119139753,0.14838644560306094,20174.970396634613,0.44573256900399927,147698.796875,132097.87,0.95,1673.6616001411999,838.4525598270786,0.006000992283570363,629.5611407342658,0.9992939046096689,,rmse,33832.29852535735,,,25987.390119139753,0.14838644560306094,20174.970396634613,0.44573256900399927,True,Pittsburgh-conventional
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'max_depth': 3, 'max_features': 'sqrt'}",minmax,169,True,True,True,0,26,26734.608428879987,0.17262695932440797,22204.70530798024,0.4134005073719381,136266.8966238802,132097.87,0.95,15569.04984703946,6906.922211953552,0.04474978034903094,4979.548348571992,0.9520845560873482,,rmse,31688.946915675435,,,26734.608428879987,0.17262695932440797,22204.70530798024,0.4134005073719381,False,Pittsburgh-conventional
prophet,prophet,[],{},,169,False,False,True,0,26,29174.06244713102,0.19778904350868437,24347.215079377154,0.301465525778706,129592.39316394523,132097.87,0.95,41887.5269333496,22773.820999271044,0.14739468788832444,16360.739379965287,0.5302129586094052,,,,,,29174.06244713102,0.19778904350868437,24347.215079377154,0.301465525778706,False,Pittsburgh-conventional
avg,combo,,"{'how': 'simple', 'models': 'top_5'}",,169,False,False,,0,26,29510.560896034516,0.1428176802423575,20278.961230891007,0.28525857115892994,128850.25833193139,132097.87,0.95,31952.998682208927,14832.142575676608,0.09173143646424196,10509.287188696335,0.7790397414833385,,,,"['elasticnet', 'knn', 'gbt', 'mlp', 'xgboost']",,29510.560896034516,0.1428176802423575,20278.961230891007,0.28525857115892994,False,Pittsburgh-conventional
weighted,combo,,"{'how': 'weighted', 'models': 'top_7', 'rebalance_weights': 0}",,169,False,False,,0,26,30243.692010894312,0.143036025493531,20458.15936730072,0.24930479579849352,126532.38812010824,132097.87,0.95,28532.268445412657,16495.880764628477,0.10084182781941493,11518.534081053618,0.7266888158029561,,,,"['elasticnet', 'knn', 'gbt', 'mlp', 'xgboost', 'svr', 'mlr']","(0.22181551248099732, 0.20514113632135453, 0.18046010945046756, 0.16380190427380914, 0.15042532484170199, 0.07835601263166954, 0.0)",30243.692010894312,0.143036025493531,20458.15936730072,0.24930479579849352,False,Pittsburgh-conventional
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'alpha': 0.2, 'l1_ratio': 0.25}",minmax,169,True,True,True,0,26,30723.63178699424,0.14951364485597168,21029.16043423525,0.2252900549557596,127146.92538841303,132097.87,0.95,42678.34690259264,23403.375295493883,0.14934151520194094,16994.37708278195,0.44987246818276905,,rmse,28737.729824920563,,,30723.63178699424,0.14951364485597168,21029.16043423525,0.2252900549557596,False,Pittsburgh-conventional
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{},scale,169,True,True,True,0,26,31539.831139833048,0.19609878145648482,25323.028271663487,0.18358165347948296,130402.29630596627,132097.87,0.95,43796.03888577128,21549.142125454626,0.13842140768613434,15844.027101932634,0.5335916065842292,,rmse,44566.99718679843,,,31539.831139833048,0.19609878145648482,25323.028271663487,0.18358165347948296,False,Pittsburgh-conventional
knn,knn,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'n_neighbors': 4, 'weights': 'uniform'}",minmax,169,True,True,True,0,26,34951.42090618448,0.16503051617262093,23769.471826923076,-0.002590765560512409,127789.0325,132097.87,0.95,42261.99034599681,21133.606604755303,0.12719077417879243,14808.133339160839,0.5514058310412719,,rmse,29927.651825286157,,,34951.42090618448,0.16503051617262093,23769.471826923076,-0.002590765560512409,False,Pittsburgh-conventional
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'activation': 'tanh', 'hidden_layer_sizes': (25,), 'solver': 'lbfgs', 'random_state': 20}",minmax,169,True,True,True,0,26,38725.07243535586,0.19858254831119046,27748.326090992996,-0.230774544805459,105349.64027236369,132097.87,0.95,45074.05989301765,27125.53520360224,0.1715315858769915,19373.78921437922,0.2609683841190962,,rmse,32877.71491734048,,,38725.07243535586,0.19858254831119046,27748.326090992996,-0.230774544805459,False,Pittsburgh-conventional
svr,svr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'kernel': 'linear', 'C': 3, 'epsilon': 0.01}",minmax,169,True,True,True,0,26,39937.420465054616,0.19889083202340366,28319.179201774296,-0.30904341132446267,102730.98169289679,132097.87,0.95,56080.94930800986,31758.937986167955,0.20334434662942644,22443.95208199666,-0.013067373433175211,,rmse,38975.33112393173,,,39937.420465054616,0.19889083202340366,28319.179201774296,-0.30904341132446267,False,Pittsburgh-conventional
knn,knn,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'n_neighbors': 4, 'weights': 'uniform'}",minmax,168,True,True,True,1,26,2294.221690814156,2.378564620209072,1660.9585576923077,0.062521305465297,1616.0874999999999,2554.8999999999996,0.95,2938.7874454458274,1560.5118304911002,2.7651756198743986,1014.9999471830987,0.14190513098167012,,rmse,1660.0995480391764,,,3501.732727920618,0.20003796813287206,2641.1444230769216,-1.7863836216071411,True,Pittsburgh-organic
avg,combo,,"{'how': 'simple', 'models': 'top_5'}",,168,False,False,,1,26,2321.59146745206,1.6323908465884975,1714.5564056051307,0.04001987553918307,652.921346619359,2554.8999999999996,0.95,2262.7961658709687,1369.128126059159,1.5751698757650052,891.6894154319574,0.33947484942946404,,,,"['elasticnet', 'knn', 'mlp', 'svr', 'gbt']",,1937.1295908103682,0.1305886611054756,1479.4378927926891,0.14730784211677228,False,Pittsburgh-organic
weighted,combo,,"{'how': 'weighted', 'models': 'top_7', 'rebalance_weights': 0}",,168,False,False,,1,26,2324.465836553141,1.678558896235849,1712.4054705289932,0.037641295657413365,546.7356796472873,2554.8999999999996,0.95,2741.840599074624,1265.3050070937034,1.4199743801193228,822.2200283600931,0.43585385155550105,,,,"['elasticnet', 'knn', 'mlp', 'svr', 'gbt', 'xgboost', 'mlr']","(0.18815218747364915, 0.18688895801550862, 0.18634784847707472, 0.18583886574503658, 0.14456441597624425, 0.10820772431248656, 0.0)",1913.9338277956572,0.12872614805957913,1440.9782057093148,0.16760635641228072,False,Pittsburgh-organic
prophet,prophet,[],{},,168,False,False,True,1,26,2324.7194671334955,2.2941864687175975,1744.8920691517774,0.03743127156563286,258.130403748002,2554.8999999999996,0.95,3301.4007385360433,1489.6036093779219,4.605482998246645,1019.0599653753752,0.10312462314361748,,,,,,1774.0476913245748,0.11986159464618237,1334.8145468659043,0.2848362389641663,False,Pittsburgh-organic
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'alpha': 0.4, 'l1_ratio': 0.75}",minmax,168,True,True,True,1,26,2350.3853847287523,1.1941446157835114,1734.1093579629871,0.016059585077090155,474.302833418953,2554.8999999999996,0.95,2932.5229291760033,1615.7680505864694,2.1471445751381943,1050.831985866202,0.08006062698144267,,rmse,1653.6810839818388,,,1891.9607788080323,0.12934928901665896,1469.841757079574,0.18660934903689452,False,Pittsburgh-organic
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'max_depth': 3, 'max_features': 'sqrt'}",minmax,168,True,True,True,1,26,2358.5228214904846,3.034304906289206,1837.9696737757868,0.009234650467803696,1053.4383548017786,2554.8999999999996,0.95,1293.3134133917742,545.2707019650774,1.674042380294859,379.27911592431695,0.8952327605939855,,rmse,1875.1503846640405,,,5002.938952433186,0.3840145872237992,4423.075016780044,-4.687551279048467,False,Pittsburgh-organic
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'activation': 'relu', 'hidden_layer_sizes': (25, 25), 'solver': 'adam', 'random_state': 20}",scale,168,True,True,True,1,26,2367.8495388448464,0.9908548307853164,1749.9452777159825,0.0013832452332963596,145.66907239804505,2554.8999999999996,0.95,3121.9397891797175,1667.0616195456555,1.130486945757049,1070.9854822777966,0.020725422685974326,,rmse,1662.8489235395173,,,1949.2098125194582,0.1332518285756505,1562.9309063122446,0.13663965685000157,False,Pittsburgh-organic
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{},scale,168,True,True,True,1,26,2377.1033059270367,3.4211191261399785,1780.1236299753816,-0.006437373401643853,420.9026920384179,2554.8999999999996,0.95,2543.548200751039,1504.5796636978391,6.665054454855718,1038.1348538824714,0.20231477286209443,,rmse,2609.6816306970227,,,2236.732214014725,0.1408368599951868,1736.9781025220377,-0.1368493125691317,False,Pittsburgh-organic
svr,svr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'kernel': 'linear', 'C': 3, 'epsilon': 0.01}",minmax,168,True,True,True,1,26,2377.2632384856056,1.1347582808915655,1757.6990556228857,-0.006572805057951658,-24.89102752198101,2554.8999999999996,0.95,3744.2440555167386,1685.9801991717593,1.2248830289626418,1078.3322100106789,-0.0016272094737332932,,rmse,1665.4350628591317,,,2475.2773998144603,0.15076596842658072,1929.0696253973308,-0.3922674551826877,False,Pittsburgh-organic
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{'max_depth': 3},minmax,168,True,True,True,1,26,2426.9603268107007,2.9281828874239997,1919.008118215708,-0.04909785159842839,-178.7621307373047,2554.8999999999996,0.95,135.23834430368552,78.77054797506835,0.38788654695728375,58.73314171965696,0.9978136035800735,,rmse,2059.8785962995044,,,3643.6893374117803,0.27324552249670464,3130.741224670412,-2.0168769838609455,False,Pittsburgh-organic
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'max_depth': 2, 'max_features': None}",minmax,169,True,True,True,0,26,363166.54378067807,0.1475805769985954,292479.82703180885,0.40907839781498356,1970139.296298978,2298609.62,0.95,216460.88312559272,97744.34605019742,0.04429035213805089,77430.74996520062,0.943486761201458,,rmse,364676.6218255597,,,363166.54378067807,0.1475805769985954,292479.82703180885,0.40907839781498356,True,Plains-conventional
avg,combo,,"{'how': 'simple', 'models': 'top_5'}",,169,False,False,,0,26,366732.6943009169,0.13324712287186852,275160.0027133602,0.3974161898648595,1830542.8629633829,2298609.62,0.95,218407.14180694916,129860.07245413237,0.050550327222510225,90564.62137841454,0.9002487862898199,,,,"['knn', 'gbt', 'elasticnet', 'xgboost', 'mlp']",,366732.6943009169,0.13324712287186852,275160.0027133602,0.3974161898648595,False,Plains-conventional
weighted,combo,,"{'how': 'weighted', 'models': 'top_7', 'rebalance_weights': 0}",,169,False,False,,0,26,374886.4528543614,0.13424697580287728,277845.6304741446,0.3703231970460591,1816614.5097723496,2298609.62,0.95,341433.01252136583,162527.91274347366,0.06485669268431919,115021.54630015761,0.84374899373818,,,,"['knn', 'gbt', 'elasticnet', 'xgboost', 'mlp', 'svr', 'mlr']","(0.17472621900995616, 0.17206360029968573, 0.17080498849022133, 0.16805065817915865, 0.15914756563007434, 0.15520696839090375, 0.0)",374886.4528543614,0.13424697580287728,277845.6304741446,0.3703231970460591,False,Plains-conventional
prophet,prophet,[],{},,169,False,False,True,0,26,375668.72079811513,0.16281035702061147,322335.2850815634,0.3676925877068098,1855307.6422345568,2298609.62,0.95,474788.2160614344,233895.02887143687,0.09866395225985972,175757.24216068056,0.6454944589094547,,,,,,375668.72079811513,0.16281035702061147,322335.2850815634,0.3676925877068098,False,Plains-conventional
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'alpha': 2, 'l1_ratio': 0}",scale,169,True,True,True,0,26,377964.9164091017,0.13214427469030246,270380.9435327726,0.3599392739773031,1905566.1880245544,2298609.62,0.95,579357.35297948,275868.29412032594,0.10554814950562462,189780.57138366776,0.5498362855953958,,rmse,373019.1162685137,,,377964.9164091017,0.13214427469030246,270380.9435327726,0.3599392739773031,False,Plains-conventional
knn,knn,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'n_neighbors': 4, 'weights': 'distance'}",minmax,169,True,True,True,0,26,410312.32761963125,0.16321578637645617,328925.0341430604,0.24569440081121963,1652275.1677393196,2298609.62,0.95,0.0,0.0,0.0,0.0,1.0,,rmse,347027.9062906336,,,410312.32761963125,0.16321578637645617,328925.0341430604,0.24569440081121963,False,Plains-conventional
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{'max_depth': 2},minmax,169,True,True,True,0,26,413500.76488931914,0.15959820985636958,319681.9890384616,0.23392580174406197,1856332.25,2298609.62,0.95,72445.72065462808,43224.440505490835,0.01853156970402298,32101.08052447553,0.9889483870172088,,rmse,391275.72656035394,,,413500.76488931914,0.15959820985636958,319681.9890384616,0.23392580174406197,False,Plains-conventional
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{},,169,True,True,True,0,26,451636.5734728217,0.17698058478803655,353444.4373687496,0.08610477449106735,1713157.9758501053,2298609.62,0.95,511514.18827022216,243011.15500423426,0.09955395679113087,182982.7553141774,0.6506833181964837,,rmse,1505170.9494178018,,,451636.5734728217,0.17698058478803655,353444.4373687496,0.08610477449106735,False,Plains-conventional
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'activation': 'tanh', 'hidden_layer_sizes': (25,), 'solver': 'lbfgs', 'random_state': 20}",minmax,169,True,True,True,0,26,484946.72029546194,0.2044741998504193,386999.2713266106,-0.05367397623097969,1768401.412754063,2298609.62,0.95,658605.1960619575,289655.5182979502,0.10644643506872116,193284.30473620334,0.5037157183074568,,rmse,450288.36219377216,,,484946.72029546194,0.2044741998504193,386999.2713266106,-0.05367397623097969,False,Plains-conventional
svr,svr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'kernel': 'linear', 'C': 3, 'epsilon': 0.01}",minmax,169,True,True,True,0,26,492101.73910661094,0.20236086368982067,389103.60042896925,-0.08499565888357852,1739964.463030979,2298609.62,0.95,692230.4808654917,413782.7852381757,0.18010296068809395,314976.929558827,-0.012772135604110613,,rmse,476407.94117951934,,,492101.73910661094,0.20236086368982067,389103.60042896925,-0.08499565888357852,False,Plains-conventional
